ID,bankssts_left,caudalanteriorcingulate_left,caudalmiddlefrontal_left,cuneus_left,entorhinal_left,fusiform_left,inferiorparietal_left,inferiortemporal_left,isthmuscingulate_left,lateraloccipital_left,lateralorbitofrontal_left,lingual_left,medialorbitofrontal_left,middletemporal_left,parahippocampal_left,paracentral_left,parsopercularis_left,parsorbitalis_left,parstriangularis_left,pericalcarine_left,postcentral_left,posteriorcingulate_left,precentral_left,precuneus_left,rostralanteriorcingulate_left,rostralmiddlefrontal_left,superiorfrontal_left,superiorparietal_left,superiortemporal_left,supramarginal_left,frontalpole_left,temporalpole_left,transversetemporal_left,insula_left,bankssts_right,caudalanteriorcingulate_right,caudalmiddlefrontal_right,cuneus_right,entorhinal_right,fusiform_right,inferiorparietal_right,inferiortemporal_right,isthmuscingulate_right,lateraloccipital_right,lateralorbitofrontal_right,lingual_right,medialorbitofrontal_right,middletemporal_right,parahippocampal_right,paracentral_right,parsopercularis_right,parsorbitalis_right,parstriangularis_right,pericalcarine_right,postcentral_right,posteriorcingulate_right,precentral_right,precuneus_right,rostralanteriorcingulate_right,rostralmiddlefrontal_right,superiorfrontal_right,superiorparietal_right,superiortemporal_right,supramarginal_right,frontalpole_right,temporalpole_right,transversetemporal_right,insula_right
DMHDS0831,0.016,0.020,0.021,0.028,0.022,0.025,0.025,0.028,0.024,0.027,0.029,0.032,0.030,0.026,0.026,0.017,0.019,0.025,0.028,0.031,0.020,0.019,0.022,0.026,0.021,0.029,0.022,0.020,0.019,0.023,0.038,0.062,0.024,0.028,0.016,0.017,0.016,0.029,0.027,0.028,0.024,0.029,0.027,0.029,0.035,0.032,0.026,0.020,0.015,0.017,0.019,0.022,0.021,0.030,0.020,0.022,0.017,0.028,0.019,0.030,0.022,0.020,0.021,0.024,0.036,0.046,0.020,0.028
DMHDS0819,0.020,0.020,0.019,0.033,0.035,0.024,0.023,0.025,0.041,0.031,0.031,0.033,0.043,0.028,0.018,0.020,0.021,0.037,0.022,0.035,0.020,0.046,0.021,0.025,0.022,0.033,0.026,0.025,0.018,0.024,0.057,0.034,0.016,0.030,0.017,0.017,0.020,0.032,0.043,0.028,0.026,0.030,0.037,0.033,0.036,0.034,0.034,0.023,0.023,0.023,0.018,0.038,0.021,0.029,0.023,0.037,0.019,0.029,0.028,0.039,0.026,0.025,0.018,0.027,0.054,0.036,0.024,0.030
DMHDS0876,0.015,0.017,0.019,0.028,0.026,0.025,0.024,0.029,0.027,0.033,0.035,0.036,0.028,0.022,0.026,0.020,0.021,0.032,0.021,0.031,0.020,0.030,0.019,0.030,0.029,0.030,0.025,0.023,0.019,0.026,0.028,0.034,0.015,0.035,0.017,0.015,0.020,0.024,0.045,0.029,0.026,0.023,0.033,0.032,0.034,0.034,0.023,0.023,0.022,0.022,0.018,0.032,0.021,0.027,0.021,0.025,0.023,0.025,0.022,0.027,0.025,0.021,0.019,0.027,0.038,0.041,0.024,0.035
DMHDS0826,0.015,0.015,0.022,0.027,0.035,0.027,0.024,0.025,0.030,0.029,0.043,0.029,0.037,0.025,0.027,0.020,0.022,0.031,0.020,0.031,0.020,0.030,0.019,0.022,0.028,0.030,0.023,0.021,0.018,0.024,0.066,0.047,0.018,0.048,0.018,0.020,0.019,0.033,0.036,0.032,0.024,0.034,0.029,0.031,0.040,0.031,0.028,0.026,0.028,0.018,0.021,0.052,0.017,0.037,0.018,0.026,0.019,0.027,0.026,0.032,0.024,0.024,0.021,0.023,0.075,0.046,0.024,0.042
DMHDS0895,0.021,0.017,0.030,0.033,0.057,0.035,0.026,0.034,0.026,0.032,0.042,0.028,0.032,0.031,0.018,0.014,0.027,0.058,0.033,0.037,0.026,0.027,0.022,0.028,0.035,0.039,0.029,0.026,0.024,0.028,0.080,0.045,0.024,0.040,0.017,0.017,0.024,0.032,0.025,0.025,0.026,0.030,0.024,0.028,0.051,0.037,0.033,0.031,0.021,0.016,0.029,0.043,0.023,0.039,0.022,0.027,0.020,0.025,0.029,0.040,0.029,0.024,0.025,0.028,0.056,0.055,0.022,0.030
DMHDS0874,0.007,0.020,0.021,0.030,0.023,0.027,0.024,0.029,0.028,0.031,0.030,0.031,0.030,0.024,0.029,0.022,0.024,0.022,0.028,0.028,0.022,0.024,0.018,0.025,0.024,0.030,0.025,0.021,0.019,0.023,0.048,0.049,0.044,0.037,0.015,0.024,0.022,0.026,0.032,0.025,0.024,0.030,0.026,0.029,0.030,0.027,0.029,0.022,0.018,0.021,0.020,0.032,0.025,0.028,0.021,0.027,0.018,0.024,0.029,0.030,0.027,0.021,0.018,0.025,0.050,0.050,0.018,0.028
DMHDS0893,0.019,0.013,0.023,0.036,0.024,0.030,0.027,0.030,0.028,0.033,0.029,0.034,0.035,0.024,0.016,0.019,0.025,0.040,0.030,0.034,0.020,0.027,0.020,0.027,0.032,0.035,0.025,0.027,0.021,0.026,0.063,0.031,0.024,0.030,0.019,0.019,0.022,0.036,0.024,0.029,0.030,0.033,0.030,0.032,0.034,0.036,0.029,0.023,0.022,0.019,0.022,0.046,0.029,0.033,0.023,0.025,0.021,0.029,0.014,0.033,0.026,0.027,0.021,0.025,0.059,0.036,0.018,0.024
DMHDS0871,0.021,0.013,0.018,0.033,0.027,0.034,0.027,0.034,0.036,0.034,0.033,0.032,0.030,0.029,0.016,0.018,0.024,0.029,0.027,0.037,0.023,0.032,0.022,0.026,0.035,0.034,0.026,0.023,0.023,0.027,0.043,0.035,0.019,0.024,0.023,0.018,0.020,0.029,0.016,0.029,0.025,0.028,0.033,0.030,0.044,0.031,0.023,0.024,0.011,0.018,0.023,0.037,0.031,0.026,0.021,0.030,0.024,0.025,0.032,0.035,0.024,0.021,0.017,0.026,0.054,0.032,0.022,0.024
DMHDS0840,0.017,0.017,0.018,0.028,0.023,0.021,0.023,0.025,0.030,0.028,0.032,0.030,0.027,0.025,0.021,0.015,0.021,0.035,0.023,0.029,0.021,0.019,0.018,0.026,0.030,0.024,0.024,0.020,0.028,0.023,0.039,0.058,0.023,0.036,0.021,0.019,0.019,0.032,0.020,0.021,0.023,0.029,0.033,0.026,0.033,0.029,0.026,0.028,0.020,0.019,0.017,0.029,0.024,0.031,0.021,0.027,0.020,0.023,0.022,0.030,0.025,0.018,0.021,0.027,0.037,0.037,0.027,0.033
DMHDS0811,0.018,0.016,0.021,0.031,0.025,0.026,0.023,0.030,0.033,0.027,0.038,0.031,0.027,0.025,0.015,0.021,0.022,0.025,0.021,0.031,0.025,0.033,0.020,0.023,0.023,0.026,0.024,0.023,0.019,0.028,0.055,0.045,0.032,0.051,0.018,0.021,0.020,0.032,0.020,0.031,0.023,0.028,0.030,0.028,0.029,0.034,0.033,0.021,0.030,0.017,0.023,0.026,0.024,0.031,0.020,0.025,0.021,0.024,0.028,0.031,0.028,0.021,0.020,0.027,0.048,0.037,0.026,0.028
DMHDS0752,0.022,0.020,0.023,0.025,0.032,0.033,0.026,0.028,0.029,0.029,0.032,0.037,0.035,0.028,0.017,0.015,0.018,0.032,0.023,0.032,0.022,0.027,0.020,0.024,0.026,0.032,0.025,0.023,0.019,0.025,0.066,0.037,0.017,0.045,0.020,0.019,0.022,0.025,0.047,0.030,0.024,0.032,0.031,0.027,0.038,0.034,0.029,0.025,0.015,0.018,0.025,0.025,0.026,0.030,0.019,0.036,0.020,0.022,0.034,0.034,0.028,0.023,0.017,0.025,0.044,0.046,0.022,0.030
DMHDS0823,0.017,0.013,0.021,0.031,0.044,0.024,0.018,0.024,0.026,0.027,0.030,0.027,0.026,0.023,0.030,0.017,0.020,0.029,0.019,0.031,0.019,0.025,0.019,0.023,0.021,0.025,0.025,0.022,0.018,0.020,0.036,0.031,0.024,0.030,0.019,0.017,0.020,0.028,0.034,0.023,0.023,0.024,0.032,0.030,0.033,0.030,0.024,0.023,0.016,0.019,0.019,0.029,0.018,0.035,0.022,0.026,0.018,0.024,0.023,0.027,0.023,0.022,0.017,0.021,0.031,0.035,0.020,0.029
DMHDS0912,0.015,0.015,0.022,0.028,0.027,0.028,0.020,0.031,0.030,0.026,0.025,0.027,0.023,0.023,0.010,0.018,0.020,0.034,0.022,0.026,0.021,0.022,0.020,0.024,0.026,0.027,0.025,0.021,0.017,0.023,0.050,0.049,0.018,0.033,0.019,0.023,0.020,0.029,0.038,0.027,0.023,0.030,0.034,0.025,0.033,0.029,0.027,0.021,0.016,0.022,0.021,0.034,0.021,0.030,0.020,0.025,0.018,0.022,0.025,0.031,0.028,0.020,0.019,0.023,0.045,0.046,0.019,0.032
DMHDS0869,0.017,0.021,0.019,0.033,0.018,0.025,0.024,0.024,0.029,0.028,0.030,0.035,0.025,0.025,0.015,0.019,0.019,0.030,0.025,0.025,0.024,0.025,0.020,0.024,0.029,0.028,0.025,0.020,0.018,0.023,0.034,0.037,0.025,0.033,0.015,0.017,0.019,0.027,0.031,0.033,0.025,0.030,0.034,0.028,0.043,0.034,0.028,0.022,0.020,0.021,0.018,0.028,0.027,0.025,0.020,0.032,0.019,0.024,0.021,0.029,0.026,0.022,0.021,0.025,0.066,0.038,0.025,0.030
DMHDS0596,0.018,0.016,0.018,0.030,0.019,0.026,0.021,0.022,0.027,0.024,0.023,0.032,0.020,0.020,0.011,0.013,0.016,0.021,0.015,0.031,0.017,0.018,0.020,0.019,0.019,0.028,0.022,0.021,0.018,0.021,0.029,0.021,0.038,0.027,0.016,0.017,0.019,0.028,0.017,0.027,0.019,0.031,0.033,0.027,0.036,0.031,0.027,0.021,0.020,0.017,0.019,0.026,0.021,0.034,0.016,0.023,0.018,0.020,0.025,0.025,0.023,0.019,0.015,0.024,0.029,0.033,0.036,0.022
DMHDS0917,0.020,0.027,0.021,0.031,0.020,0.027,0.025,0.023,0.025,0.027,0.037,0.031,0.033,0.026,0.020,0.030,0.021,0.030,0.024,0.023,0.023,0.027,0.022,0.024,0.028,0.027,0.022,0.024,0.022,0.026,0.043,0.043,0.026,0.029,0.015,0.015,0.019,0.033,0.024,0.025,0.021,0.029,0.031,0.029,0.044,0.037,0.023,0.022,0.017,0.029,0.018,0.034,0.019,0.027,0.023,0.026,0.020,0.025,0.022,0.028,0.024,0.023,0.020,0.025,0.036,0.031,0.026,0.024
DMHDS0916,0.020,0.021,0.022,0.031,0.024,0.025,0.023,0.027,0.022,0.028,0.039,0.033,0.031,0.026,0.015,0.019,0.027,0.029,0.029,0.028,0.022,0.024,0.024,0.024,0.034,0.033,0.026,0.023,0.018,0.022,0.048,0.051,0.027,0.036,0.021,0.014,0.023,0.030,0.032,0.027,0.026,0.030,0.026,0.033,0.044,0.034,0.028,0.027,0.018,0.018,0.031,0.037,0.032,0.031,0.022,0.023,0.025,0.028,0.033,0.032,0.023,0.022,0.016,0.027,0.048,0.036,0.023,0.026
DMHDS0909,0.016,0.017,0.020,0.037,0.037,0.031,0.026,0.032,0.026,0.028,0.032,0.036,0.026,0.024,0.016,0.018,0.020,0.039,0.024,0.031,0.021,0.026,0.019,0.029,0.034,0.029,0.023,0.027,0.020,0.028,0.044,0.041,0.024,0.032,0.017,0.021,0.019,0.030,0.022,0.027,0.024,0.023,0.029,0.027,0.036,0.040,0.031,0.025,0.015,0.017,0.021,0.032,0.024,0.041,0.020,0.027,0.017,0.032,0.030,0.029,0.024,0.023,0.018,0.024,0.055,0.026,0.021,0.033
DMHDS0910,0.020,0.017,0.018,0.032,0.028,0.033,0.020,0.027,0.034,0.033,0.037,0.036,0.030,0.029,0.013,0.026,0.025,0.046,0.029,0.034,0.027,0.023,0.022,0.025,0.024,0.030,0.021,0.021,0.023,0.023,0.049,0.048,0.030,0.044,0.019,0.015,0.017,0.032,0.028,0.033,0.028,0.031,0.037,0.029,0.041,0.035,0.034,0.027,0.017,0.023,0.021,0.036,0.032,0.035,0.024,0.025,0.019,0.023,0.025,0.030,0.021,0.020,0.021,0.025,0.044,0.048,0.022,0.034
DMHDS0888,0.015,0.011,0.019,0.028,0.043,0.025,0.023,0.029,0.027,0.030,0.035,0.028,0.024,0.024,0.009,0.017,0.020,0.044,0.020,0.027,0.019,0.016,0.018,0.022,0.019,0.030,0.022,0.023,0.020,0.022,0.043,0.064,0.020,0.042,0.019,0.015,0.014,0.026,0.035,0.022,0.021,0.029,0.032,0.028,0.042,0.029,0.027,0.022,0.010,0.018,0.019,0.030,0.021,0.031,0.018,0.018,0.018,0.024,0.034,0.026,0.022,0.022,0.017,0.021,0.055,0.042,0.018,0.031
DMHDS0859,0.020,0.017,0.020,0.033,0.025,0.030,0.023,0.030,0.031,0.028,0.034,0.033,0.031,0.023,0.015,0.013,0.020,0.019,0.024,0.032,0.019,0.028,0.018,0.024,0.025,0.026,0.021,0.024,0.018,0.023,0.036,0.032,0.018,0.037,0.015,0.018,0.019,0.026,0.029,0.028,0.024,0.029,0.027,0.029,0.044,0.033,0.026,0.021,0.018,0.017,0.023,0.031,0.021,0.029,0.017,0.026,0.018,0.025,0.023,0.024,0.022,0.019,0.018,0.020,0.028,0.031,0.020,0.044
DMHDS0933,0.023,0.009,0.018,0.029,0.025,0.026,0.021,0.024,0.026,0.028,0.032,0.034,0.031,0.028,0.019,0.013,0.030,0.027,0.023,0.032,0.018,0.018,0.016,0.026,0.027,0.027,0.025,0.025,0.022,0.023,0.038,0.050,0.021,0.031,0.018,0.014,0.019,0.032,0.023,0.026,0.023,0.027,0.033,0.025,0.030,0.033,0.025,0.024,0.020,0.016,0.021,0.028,0.028,0.031,0.019,0.024,0.019,0.025,0.034,0.030,0.021,0.021,0.020,0.022,0.043,0.040,0.027,0.026
DMHDS0922,0.016,0.016,0.024,0.028,0.033,0.031,0.029,0.032,0.034,0.036,0.034,0.033,0.028,0.026,0.024,0.013,0.027,0.033,0.025,0.024,0.023,0.030,0.020,0.028,0.025,0.036,0.025,0.025,0.021,0.026,0.028,0.054,0.043,0.031,0.020,0.015,0.022,0.033,0.045,0.031,0.025,0.030,0.042,0.032,0.040,0.031,0.030,0.026,0.026,0.016,0.022,0.045,0.033,0.026,0.022,0.038,0.021,0.033,0.034,0.042,0.026,0.026,0.021,0.026,0.055,0.040,0.027,0.030
DMHDS0765,0.014,0.012,0.019,0.033,0.015,0.024,0.020,0.026,0.028,0.028,0.025,0.037,0.020,0.022,0.016,0.017,0.019,0.036,0.022,0.027,0.022,0.026,0.019,0.027,0.038,0.026,0.024,0.026,0.016,0.026,0.044,0.025,0.025,0.028,0.014,0.021,0.019,0.028,0.023,0.029,0.022,0.023,0.026,0.026,0.033,0.036,0.028,0.021,0.018,0.016,0.017,0.035,0.021,0.030,0.019,0.030,0.017,0.028,0.025,0.027,0.024,0.023,0.013,0.026,0.032,0.032,0.024,0.026
DMHDS0852,0.018,0.016,0.021,0.028,0.034,0.038,0.024,0.028,0.021,0.033,0.032,0.033,0.032,0.026,0.034,0.021,0.022,0.040,0.024,0.029,0.020,0.023,0.021,0.031,0.032,0.032,0.026,0.022,0.023,0.024,0.056,0.044,0.027,0.035,0.021,0.015,0.020,0.032,0.021,0.025,0.025,0.029,0.027,0.029,0.038,0.033,0.026,0.023,0.020,0.018,0.023,0.037,0.021,0.026,0.019,0.026,0.020,0.029,0.021,0.032,0.027,0.024,0.018,0.026,0.052,0.024,0.019,0.031
DMHDS0623,0.024,0.012,0.020,0.033,0.021,0.031,0.027,0.029,0.036,0.032,0.038,0.036,0.037,0.022,0.010,0.018,0.019,0.031,0.021,0.031,0.018,0.031,0.020,0.025,0.035,0.027,0.023,0.022,0.018,0.025,0.030,0.034,0.025,0.037,0.025,0.021,0.019,0.027,0.023,0.028,0.027,0.032,0.038,0.028,0.033,0.033,0.027,0.024,0.039,0.017,0.022,0.027,0.030,0.026,0.016,0.029,0.019,0.025,0.024,0.037,0.024,0.023,0.020,0.029,0.033,0.058,0.039,0.030
DMHDS0930,0.023,0.021,0.016,0.028,0.021,0.022,0.021,0.026,0.025,0.027,0.030,0.032,0.023,0.022,0.017,0.019,0.016,0.027,0.024,0.025,0.017,0.030,0.017,0.024,0.021,0.028,0.025,0.020,0.019,0.021,0.038,0.032,0.028,0.024,0.017,0.013,0.021,0.028,0.014,0.028,0.023,0.028,0.039,0.031,0.032,0.036,0.023,0.024,0.032,0.015,0.020,0.034,0.024,0.027,0.015,0.028,0.018,0.025,0.030,0.029,0.027,0.021,0.018,0.022,0.044,0.032,0.019,0.024
DMHDS0707,0.016,0.010,0.016,0.029,0.025,0.023,0.019,0.024,0.028,0.024,0.038,0.035,0.028,0.022,0.035,0.012,0.019,0.032,0.022,0.031,0.018,0.021,0.017,0.022,0.017,0.032,0.019,0.017,0.017,0.021,0.036,0.029,0.030,0.035,0.013,0.016,0.019,0.028,0.053,0.027,0.023,0.026,0.032,0.026,0.037,0.034,0.032,0.022,0.022,0.019,0.023,0.031,0.023,0.025,0.019,0.020,0.019,0.026,0.019,0.027,0.020,0.023,0.014,0.022,0.048,0.035,0.018,0.026
DMHDS0948,0.014,0.019,0.021,0.025,0.032,0.027,0.022,0.025,0.028,0.029,0.043,0.031,0.029,0.026,0.019,0.017,0.029,0.062,0.032,0.037,0.021,0.023,0.023,0.024,0.021,0.041,0.026,0.022,0.024,0.026,0.067,0.052,0.026,0.036,0.020,0.020,0.018,0.034,0.042,0.033,0.025,0.030,0.030,0.029,0.044,0.035,0.033,0.026,0.018,0.017,0.023,0.070,0.032,0.037,0.018,0.023,0.018,0.027,0.020,0.032,0.025,0.021,0.017,0.022,0.030,0.080,0.019,0.034
DMHDS0769,0.013,0.025,0.019,0.029,0.031,0.028,0.020,0.032,0.044,0.030,0.045,0.032,0.030,0.020,0.017,0.014,0.026,0.038,0.033,0.033,0.020,0.027,0.020,0.023,0.034,0.033,0.023,0.023,0.017,0.026,0.064,0.054,0.022,0.025,0.009,0.020,0.016,0.028,0.026,0.027,0.023,0.032,0.039,0.032,0.040,0.033,0.022,0.021,0.024,0.017,0.024,0.051,0.021,0.030,0.018,0.025,0.018,0.028,0.028,0.037,0.024,0.023,0.015,0.023,0.046,0.039,0.024,0.030
DMHDS0757,0.025,0.016,0.022,0.035,0.043,0.029,0.026,0.033,0.027,0.026,0.044,0.030,0.032,0.026,0.013,0.017,0.022,0.033,0.023,0.025,0.024,0.018,0.026,0.030,0.030,0.029,0.024,0.024,0.018,0.029,0.045,0.034,0.016,0.037,0.018,0.018,0.019,0.037,0.045,0.029,0.024,0.031,0.029,0.028,0.039,0.037,0.032,0.024,0.015,0.015,0.020,0.037,0.033,0.036,0.024,0.025,0.020,0.033,0.021,0.032,0.027,0.028,0.019,0.030,0.050,0.036,0.019,0.024
DMHDS0849,0.017,0.016,0.015,0.023,0.030,0.022,0.018,0.024,0.021,0.027,0.022,0.027,0.022,0.020,0.010,0.014,0.015,0.020,0.017,0.032,0.018,0.022,0.015,0.021,0.014,0.023,0.020,0.020,0.014,0.021,0.036,0.026,0.024,0.028,0.014,0.015,0.016,0.028,0.016,0.025,0.023,0.027,0.026,0.027,0.026,0.032,0.022,0.020,0.014,0.015,0.016,0.023,0.016,0.032,0.016,0.027,0.016,0.023,0.014,0.019,0.020,0.023,0.013,0.019,0.030,0.026,0.018,0.028
DMHDS0684,0.018,0.017,0.017,0.029,0.029,0.027,0.023,0.025,0.027,0.027,0.027,0.031,0.026,0.027,0.023,0.019,0.022,0.027,0.022,0.031,0.020,0.024,0.023,0.028,0.019,0.027,0.024,0.021,0.020,0.023,0.038,0.032,0.041,0.028,0.021,0.017,0.021,0.032,0.022,0.024,0.023,0.027,0.031,0.028,0.033,0.030,0.026,0.026,0.020,0.020,0.019,0.027,0.022,0.031,0.020,0.024,0.023,0.025,0.030,0.029,0.024,0.023,0.021,0.026,0.043,0.047,0.059,0.022
DMHDS0798,0.023,0.022,0.020,0.038,0.025,0.033,0.029,0.036,0.029,0.037,0.041,0.036,0.027,0.029,0.010,0.021,0.028,0.037,0.028,0.035,0.024,0.025,0.027,0.032,0.022,0.035,0.026,0.031,0.028,0.028,0.049,0.038,0.031,0.038,0.016,0.014,0.024,0.041,0.030,0.031,0.029,0.037,0.029,0.036,0.040,0.040,0.028,0.033,0.023,0.023,0.023,0.047,0.029,0.038,0.026,0.026,0.027,0.028,0.038,0.037,0.027,0.026,0.024,0.026,0.051,0.042,0.023,0.036
DMHDS0691,0.021,0.016,0.019,0.035,0.022,0.024,0.021,0.026,0.035,0.030,0.031,0.033,0.027,0.027,0.016,0.016,0.026,0.031,0.025,0.023,0.020,0.028,0.018,0.029,0.022,0.029,0.023,0.021,0.018,0.023,0.053,0.039,0.021,0.033,0.015,0.014,0.018,0.031,0.034,0.029,0.023,0.031,0.030,0.029,0.040,0.037,0.022,0.025,0.018,0.019,0.016,0.032,0.023,0.024,0.021,0.033,0.018,0.025,0.034,0.029,0.023,0.022,0.017,0.024,0.044,0.033,0.030,0.033
DMHDS0850,0.019,0.019,0.020,0.030,0.042,0.029,0.025,0.030,0.034,0.031,0.037,0.027,0.033,0.025,0.027,0.021,0.020,0.035,0.020,0.031,0.020,0.027,0.021,0.026,0.035,0.030,0.024,0.029,0.023,0.023,0.031,0.040,0.023,0.034,0.018,0.021,0.027,0.035,0.030,0.033,0.023,0.036,0.032,0.032,0.038,0.034,0.037,0.026,0.014,0.024,0.021,0.034,0.025,0.033,0.020,0.036,0.021,0.025,0.025,0.032,0.026,0.023,0.019,0.023,0.036,0.036,0.020,0.049
DMHDS0965,0.010,0.019,0.020,0.032,0.072,0.023,0.023,0.024,0.034,0.025,0.029,0.031,0.025,0.021,0.030,0.018,0.018,0.023,0.024,0.032,0.019,0.027,0.017,0.023,0.021,0.026,0.025,0.021,0.016,0.023,0.028,0.031,0.020,0.025,0.019,0.020,0.024,0.031,0.027,0.022,0.022,0.027,0.027,0.030,0.037,0.036,0.021,0.021,0.030,0.016,0.016,0.028,0.021,0.035,0.018,0.030,0.017,0.025,0.025,0.025,0.022,0.018,0.020,0.017,0.050,0.034,0.017,0.026
DMHDS0969,0.016,0.019,0.023,0.029,0.029,0.026,0.026,0.034,0.029,0.030,0.036,0.027,0.033,0.025,0.010,0.016,0.023,0.035,0.023,0.023,0.021,0.023,0.019,0.028,0.021,0.028,0.024,0.021,0.021,0.025,0.056,0.040,0.024,0.040,0.014,0.012,0.019,0.030,0.029,0.028,0.025,0.032,0.030,0.030,0.042,0.036,0.029,0.025,0.014,0.023,0.021,0.030,0.030,0.034,0.022,0.024,0.019,0.026,0.025,0.033,0.023,0.022,0.018,0.024,0.040,0.030,0.027,0.032
DMHDS0799,0.014,0.023,0.016,0.024,0.036,0.022,0.020,0.026,0.024,0.027,0.030,0.031,0.022,0.019,0.011,0.016,0.018,0.027,0.020,0.026,0.019,0.027,0.019,0.021,0.020,0.023,0.020,0.020,0.021,0.022,0.049,0.051,0.025,0.034,0.016,0.014,0.017,0.026,0.022,0.020,0.017,0.020,0.026,0.025,0.034,0.026,0.024,0.020,0.012,0.020,0.018,0.027,0.021,0.030,0.019,0.027,0.018,0.021,0.022,0.024,0.023,0.018,0.017,0.020,0.037,0.058,0.019,0.031
DMHDS0980,0.021,0.025,0.020,0.035,0.027,0.028,0.022,0.028,0.032,0.030,0.026,0.036,0.027,0.025,0.031,0.017,0.022,0.030,0.020,0.030,0.022,0.031,0.019,0.024,0.025,0.029,0.026,0.021,0.025,0.025,0.039,0.028,0.025,0.033,0.021,0.021,0.023,0.031,0.023,0.030,0.024,0.030,0.032,0.030,0.035,0.034,0.026,0.021,0.011,0.020,0.022,0.033,0.023,0.028,0.023,0.027,0.022,0.024,0.024,0.030,0.024,0.023,0.020,0.023,0.045,0.031,0.021,0.031
DMHDS0908,0.018,0.017,0.021,0.025,0.026,0.027,0.023,0.026,0.026,0.026,0.035,0.032,0.025,0.024,0.018,0.018,0.022,0.028,0.026,0.030,0.021,0.017,0.018,0.025,0.022,0.031,0.023,0.022,0.020,0.024,0.044,0.032,0.020,0.031,0.017,0.018,0.021,0.027,0.029,0.026,0.024,0.023,0.028,0.027,0.034,0.031,0.026,0.023,0.020,0.015,0.020,0.025,0.024,0.034,0.017,0.027,0.017,0.025,0.027,0.030,0.024,0.021,0.019,0.022,0.045,0.037,0.023,0.026
DMHDS0943,0.023,0.010,0.020,0.025,0.027,0.027,0.023,0.029,0.027,0.034,0.024,0.024,0.028,0.025,0.014,0.018,0.023,0.024,0.026,0.028,0.019,0.026,0.019,0.023,0.021,0.029,0.025,0.019,0.019,0.024,0.045,0.029,0.029,0.025,0.017,0.022,0.019,0.027,0.039,0.023,0.022,0.030,0.027,0.029,0.026,0.032,0.024,0.023,0.024,0.019,0.019,0.025,0.020,0.035,0.019,0.030,0.020,0.025,0.021,0.029,0.024,0.019,0.018,0.024,0.042,0.030,0.022,0.026
DMHDS0986,0.016,0.014,0.029,0.036,0.048,0.040,0.024,0.036,0.042,0.034,0.051,0.042,0.038,0.030,0.019,0.040,0.023,0.036,0.025,0.053,0.026,0.039,0.029,0.037,0.030,0.034,0.032,0.027,0.023,0.025,0.051,0.057,0.023,0.045,0.029,0.015,0.028,0.036,0.042,0.043,0.026,0.040,0.041,0.033,0.055,0.043,0.039,0.028,0.016,0.047,0.029,0.033,0.029,0.038,0.025,0.030,0.031,0.038,0.036,0.035,0.032,0.030,0.024,0.029,0.037,0.050,0.028,0.056
DMHDS0848,0.018,0.011,0.019,0.026,0.027,0.025,0.024,0.026,0.028,0.026,0.037,0.030,0.035,0.022,0.018,0.017,0.019,0.031,0.020,0.022,0.020,0.019,0.021,0.024,0.020,0.030,0.024,0.021,0.018,0.027,0.029,0.043,0.022,0.031,0.018,0.019,0.021,0.031,0.049,0.034,0.024,0.030,0.026,0.024,0.035,0.033,0.032,0.024,0.014,0.020,0.020,0.033,0.021,0.025,0.019,0.024,0.018,0.024,0.023,0.028,0.025,0.019,0.019,0.020,0.046,0.049,0.017,0.032
DMHDS0937,0.016,0.013,0.020,0.025,0.024,0.021,0.019,0.021,0.026,0.029,0.031,0.032,0.037,0.026,0.020,0.016,0.020,0.030,0.028,0.029,0.021,0.032,0.019,0.025,0.024,0.026,0.024,0.023,0.018,0.023,0.036,0.026,0.031,0.032,0.017,0.020,0.017,0.029,0.024,0.024,0.023,0.026,0.030,0.029,0.044,0.032,0.026,0.022,0.015,0.015,0.021,0.025,0.030,0.029,0.019,0.029,0.017,0.023,0.028,0.031,0.025,0.021,0.016,0.022,0.034,0.033,0.020,0.033
DMHDS0989,0.011,0.021,0.020,0.029,0.017,0.025,0.024,0.031,0.023,0.027,0.028,0.026,0.022,0.026,0.013,0.016,0.019,0.035,0.023,0.024,0.020,0.019,0.020,0.022,0.022,0.029,0.022,0.022,0.017,0.025,0.039,0.025,0.025,0.031,0.011,0.016,0.018,0.026,0.019,0.028,0.025,0.029,0.021,0.030,0.034,0.029,0.023,0.022,0.029,0.018,0.019,0.027,0.025,0.032,0.018,0.018,0.017,0.022,0.024,0.027,0.025,0.022,0.017,0.026,0.037,0.032,0.021,0.022
DMHDS0944,0.018,0.016,0.019,0.033,0.051,0.032,0.028,0.029,0.026,0.033,0.036,0.040,0.027,0.030,0.019,0.019,0.025,0.032,0.023,0.025,0.022,0.024,0.022,0.029,0.024,0.035,0.026,0.029,0.024,0.025,0.059,0.032,0.033,0.033,0.019,0.016,0.021,0.041,0.024,0.023,0.027,0.026,0.031,0.031,0.037,0.039,0.031,0.026,0.016,0.024,0.024,0.032,0.026,0.024,0.023,0.024,0.021,0.032,0.033,0.036,0.026,0.027,0.022,0.025,0.057,0.034,0.028,0.030
